id,name,abs_mag,est_dia_min,est_dia_max,epoch,min_orb_inter,jup_tisser,e,a,i,asc_node_long,peri_arg,orb_period,peri_dist,ap_dist,mean_ano,mean_mot,hazard
2002100,2100 Ra-Shalom (1978 RA),16.24,1.5016024791,3.3576852183,2459600.5,.15045,6.946,.4366225895876452,.8320365409477077,15.75469882424359,170.7911208245215,356.0722497498401,277.2120002891302,.4687505918075728,1.195322490087843,230.9369347008322,1.298645078945076,0
2002101,2101 Adonis (1936 CA),18.64,0.4972273129,1.1118340719,2459600.5,.0115678,3.551,.7641879382987461,1.873943848078716,1.32189202413033,349.4908620618594,43.6048658117942,936.9863989301721,.4418985623278233,3.305989133829608,206.631568556073,.3842104863112625,1
2002102,2102 Tantalus (1975 YA),16.0,1.6770846216,3.750075218,2459600.5,.0431633,4.450,.2992592483721613,1.290059772129685,64.00275644876788,94.35975178200542,61.53011358540697,535.1963909729661,.903997454366994,1.676122089892377,125.5863477106503,.6726502758090989,1
2002135,2135 Aristaeus (1977 HA),18.02,0.6615382752,1.4792445531,2459600.5,.00943881,4.135,.5032097370817656,1.599499642280666,23.07127435190991,191.1269604779452,290.9892145852485,738.8812531555095,.7946158478262336,2.404383436735098,75.14749244751994,.4872230801127555,1
2002201,2201 Oljato (1947 XC),15.25,2.3689449936,5.2971220406,2459600.5,.00305249,3.299,.7129571936362216,2.174586155569499,2.522391560998677,74.98627453319914,98.23463601553,1171.287086099007,.624199312774489,3.724972998364509,27.60795687285378,.3073541954594466,1
2002202,2202 Pele (1972 RA),17.11,1.0059003902,2.249261651,2459600.5,.145272,3.397,.5125093916290989,2.29108569634291,8.743324809695615,169.9289624902805,217.9101888392983,1266.661084005394,1.116882759940075,3.465288632745746,71.72989760590511,.2842117789405986,0
2002212,2212 Hephaistos (1978 SB),13.33,5.7352846395,12.8244863243,2459600.5,.116,3.100,.8373612159221981,2.159534905015553,11.54332112962103,27.51318294856599,209.4124955905226,1159.147676252193,.3512241311253008,3.967845678905805,235.3099159175056,.3105730247969506,0
2002329,2329 Orthos (1976 WA),14.5,3.3462237445,7.4823837607,2459600.5,.0941492,3.097,.6540583412920563,2.408908337268303,24.47514820901594,169.2758182768625,146.0611184668733,1365.616762499031,.8333417458699915,3.984474928666615,62.51100709365192,.2636171507892247,0
2002340,2340 Hathor (1976 UA),20.2,0.2424124811,0.5420507863,2459600.5,.0068831,6.883,.449850930122026,.8437172906245873,5.859655894544813,211.3146607793337,40.0767799082648,283.0700039174034,.4641702826770809,1.223264298572094,221.7896008877113,1.271770215911128,1
2002368,2368 Beltrovata (1977 RA),15.09,2.5500868786,5.702167609,2459600.5,.234462,3.625,.4132962921382502,2.105609445837216,5.222179041590762,287.3301146800056,43.06330892795874,1116.002473493905,1.235368869181419,2.975850022493014,195.9475162292763,.3225799301975884,0
2002608,2608 Seneca (1978 DA),17.48,0.8483107619,1.8968805296,2459600.5,.133471,3.172,.5707186851402991,2.516662470924538,14.67226503648221,167.3322785187027,37.37262847377202,1458.263098819461,1.08035617457655,3.952968767272527,28.26520911241533,.2468690322695805,0
2003102,3102 Krok (1981 QA),16.15,1.5651464359,3.4997738255,2459600.5,.184507,3.556,.4494930381292768,2.150721778472263,8.444740919929773,172.0533672119392,154.7971386682133,1152.059146192117,1.183987312095964,3.117456244848561,289.2439942791027,.3124839563922585,0
2003103,3103 Eger (1982 BB),15.21,2.4129869692,5.395602892,2459600.5,.0804068,4.613,.3541573404992568,1.404071887016817,20.93094959669994,129.7514106593821,254.0735095912074,607.6904936452032,.9068095216411679,1.901334252392466,71.71549827582115,.5924068317089456,0
2003122,3122 Florence (1981 ET3),14.04,4.1357566488,9.2478330051,2459600.5,.0453705,3.920,.4232675591058346,1.768666084517848,22.14531697516452,336.0634684460833,27.86402937527321,859.1464478521632,1.020047108050705,2.517285060984991,301.775831880934,.4190205300853978,1
2003199,3199 Nefertiti (1982 RA),14.84,2.8612445378,6.3979372868,2459600.5,.216737,4.190,.2842037804536685,1.574509817125675,32.9645681465216,339.9907347021785,53.40163833571765,721.6331678175045,1.127028174737144,2.021991459514207,300.1322770148637,.4988684224268379,0
2003200,3200 Phaethon (1983 TB),14.32,3.6354232184,8.1290534434,2459600.5,.0194639,4.510,.8897708201716021,1.27140157358847,22.25528305083107,265.2230881277192,322.1747308433291,523.6276168617667,.1401455526891915,2.402657594487749,281.5012575683777,.6875114841298315,1
2003271,3271 Ul (1982 RB),16.55,1.3018321019,2.9109850751,2459600.5,.27659,3.533,.3960143701591483,2.101103476888633,25.07588706173854,158.8140877209932,159.1314957383603,1112.422050811766,1.269036306849384,2.933170646927881,340.9548271326134,.3236181804714296,0
2003288,3288 Seleucus (1982 DV),15.26,2.35806068,5.2727839755,2459600.5,.102102,3.666,.4563070687014283,2.032618551827882,5.931201105729171,218.624036539783,349.2916270255558,1058.479020418057,1.105120338655159,2.960116765000605,261.2511616296179,.3401106616717015,0
